# Метеостанция Москва (центр, Балчуг), Россия, WMO_ID=27605, выборка с 01.06.2019 по 13.04.2020, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=27605&lang=ru
#
"Местное время в Москве (центр, Балчуг)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"28.06.2019 15:00";"12.3";"732.8";"743.8";"";"87";"Ветер, дующий с западо-северо-запада";"2";"";"";"100%.";"Дождь незамерзающий непрерывный умеренный в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"2.0";"10.2";"";"";"";"";"";"";
"28.06.2019 12:00";"14.0";"730.9";"741.8";"";"90";"Ветер, дующий с северо-запада";"2";"";"";"100%.";"Дождь незамерзающий непрерывный умеренный в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"2.0";"12.4";"";"";"";"";"";"";
"28.06.2019 09:00";"14.3";"730.5";"741.3";"";"92";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Ливень (ливни).";"Дождь.";"14.2";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"13.0";"3.0";"12";"Поверхность почвы влажная.";"15.0";"";"";
"28.06.2019 06:00";"14.9";"731.3";"742.1";"";"94";"Ветер, дующий с запада";"1";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"14.7";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"300-600";"";"";"10.0";"13.9";"3.0";"12";"";"";"";"";
"28.06.2019 03:00";"15.1";"732.9";"743.7";"";"93";"Ветер, дующий с востоко-северо-востока";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"100%.";"600-1000";"";"";"10.0";"14.0";"";"";"";"";"";"";
"28.06.2019 00:00";"15.2";"735.0";"745.9";"";"92";"Ветер, дующий с востока";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"100%.";"600-1000";"";"";"10.0";"13.9";"";"";"";"";"";"";
"27.06.2019 21:00";"15.3";"736.9";"747.8";"";"90";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"16.5";"Слоисто-кучевые, образовавшиеся из кучевых.";"100%.";"600-1000";"";"";"10.0";"13.7";"13.0";"12";"";"";"";"";
"27.06.2019 18:00";"14.7";"739.0";"749.9";"";"91";"Ветер, дующий с востоко-северо-востока";"1";"";"";"100%.";"Ливневый(ые) дождь(и) умеренный(ые) или сильный(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"300-600";"";"";"10.0";"13.3";"";"";"";"";"";"";
"27.06.2019 15:00";"14.6";"741.7";"752.7";"";"88";"Ветер, дующий с востока";"1";"";"";"100%.";"Ливневый(ые) дождь(и) умеренный(ые) или сильный(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"300-600";"";"";"1.0";"12.6";"";"";"";"";"";"";
"27.06.2019 12:00";"15.9";"744.1";"755.2";"";"71";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"10.7";"";"";"";"";"";"";
"27.06.2019 09:00";"16.4";"746.2";"757.2";"";"67";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"14.4";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"10.1";"2.0";"12";"Поверхность почвы влажная.";"13.0";"";"";
