# Метеостанция Остафьево (аэропорт), Россия, METAR=UUMO, выборка с 01.05.2019 по 09.09.2019, все дни
# Кодировка: Unicode
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/metar.php?metar=UUMO&lang=ru
#
"Местное время в Остафьево (аэропорт)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"10.05.2019 05:00";"16.0";"745.2";"760.5";"88";"Ветер, дующий с востоко-юго-востока";"4";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Разорванная (60-90%) 1200 м, кучево-дождевые облака , сплошная (100%) 2490 м";"10.0 и более";"14.0";
"10.05.2019 04:30";"16.0";"745.2";"760.5";"88";"Ветер, дующий с юго-востока";"6";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Разорванная (60-90%) 1200 м, кучево-дождевые облака";"9.0";"14.0";
"09.05.2019 22:00";"17.0";"744.5";"759.7";"88";"Ветер, дующий с востоко-юго-востока";"5";"";"";"";"Рассеянная (40-50%) 1500 м, кучево-дождевые облака , сплошная (100%) 2790 м";"10.0 и более";"15.0";
"09.05.2019 21:30";"17.0";"744.5";"759.7";"94";"Ветер, дующий с востока";"4";"";"";"";"Рассеянная (40-50%) 1500 м, кучево-дождевые облака , сплошная (100%) 2790 м";"10.0 и более";"16.0";
"09.05.2019 21:00";"17.0";"744.5";"759.7";"94";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";"Рассеянная (40-50%) 1500 м, кучево-дождевые облака , сплошная (100%) 2790 м";"10.0 и более";"16.0";
"09.05.2019 20:30";"17.0";"744.5";"759.7";"88";"Ветер, дующий с востока";"5";"";"";"";"Рассеянная (40-50%) 1500 м, кучево-дождевые облака , сплошная (100%) 2790 м";"10.0 и более";"15.0";
"09.05.2019 20:00";"17.0";"744.5";"759.7";"94";"Ветер, дующий с востока";"3";"";"";"";"Рассеянная (40-50%) 1500 м, кучево-дождевые облака , сплошная (100%) 2790 м";"10.0 и более";"16.0";
"09.05.2019 19:30";"16.0";"743.7";"759.0";"100";"Ветер, дующий с востока";"2";"";"";"";"Рассеянная (40-50%) 1500 м, кучево-дождевые облака , сплошная (100%) 2790 м";"10.0 и более";"16.0";
"09.05.2019 19:00";"16.0";"743.7";"759.0";"100";"Ветер, дующий с севера";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"16.0";
"09.05.2019 18:30";"17.0";"744.5";"759.7";"94";"Ветер, дующий с севера";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"16.0";
"09.05.2019 18:00";"18.0";"744.5";"759.7";"88";"Ветер, дующий с юга";"2";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Разорванная (60-90%) 1200 м, кучево-дождевые облака , сплошная (100%) 3000 м";"10.0 и более";"16.0";
"09.05.2019 17:30";"17.0";"744.5";"759.7";"88";"Ветер, дующий с востока";"3";"";"Слабый(ая)(ые) гроза, дождь";"";"Разорванная (60-90%) 900 м, кучево-дождевые облака";"10.0 и более";"15.0";
"09.05.2019 17:00";"18.0";"743.8";"759.0";"83";"Ветер, дующий с юго-юго-запада";"4";"";"Слабый(ая)(ые) гроза, дождь";"";"Разорванная (60-90%) 900 м, кучево-дождевые облака";"10.0 и более";"15.0";
"09.05.2019 16:30";"22.0";"743.3";"758.2";"73";"Ветер, дующий с запада";"3";"";"Вблизи гроза";"";"Разорванная (60-90%) 1200 м, кучево-дождевые облака";"10.0 и более";"17.0";
"09.05.2019 16:00";"21.0";"743.2";"758.2";"83";"Ветер, дующий с северо-востока";"2";"";"";"";"Разорванная (60-90%) 1200 м, кучево-дождевые облака";"10.0 и более";"18.0";
"09.05.2019 15:30";"21.0";"744.0";"759.0";"73";"Ветер, дующий с востока";"4";"";"Слабый(ая)(ые) гроза, дождь";"";"Разорванная (60-90%) 900 м, кучево-дождевые облака";"3.0";"16.0";
"09.05.2019 15:00";"24.0";"744.1";"759.0";"61";"Ветер, дующий с востоко-северо-востока";"5";"";"";"";"Разорванная (60-90%) 1200 м, кучево-дождевые облака";"10.0 и более";"16.0";
"09.05.2019 14:30";"23.0";"744.1";"759.0";"65";"Ветер, дующий с востока";"4";"";"";"";"Рассеянная (40-50%) 1200 м, кучево-дождевые облака";"10.0 и более";"16.0";
"09.05.2019 14:00";"22.0";"744.7";"759.7";"69";"Ветер, дующий с востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"16.0";
"09.05.2019 13:30";"21.0";"744.7";"759.7";"69";"Ветер, дующий с востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"15.0";
"09.05.2019 13:00";"19.0";"744.6";"759.7";"78";"Ветер, дующий с востоко-северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"15.0";
"09.05.2019 12:30";"18.0";"745.3";"760.5";"78";"Ветер, дующий с северо-востока";"4";"";"";"";"Рассеянная (40-50%) 480 м";"9.0";"14.0";
"09.05.2019 12:00";"17.0";"745.3";"760.5";"77";"Ветер, дующий с северо-востока";"4";"";"";"";"Рассеянная (40-50%) 480 м";"9.0";"13.0";
"09.05.2019 11:30";"17.0";"745.3";"760.5";"83";"Ветер, дующий с востоко-северо-востока";"4";"";"";"";"Разорванная (60-90%) 390 м";"8.0";"14.0";
"09.05.2019 11:00";"15.0";"745.2";"760.5";"94";"Ветер, дующий с северо-востока";"4";"";"";"";"Сплошная (100%) 300 м";"8.0";"14.0";
"09.05.2019 10:30";"15.0";"745.2";"760.5";"94";"Ветер, дующий с северо-северо-востока";"3";"";"";"";"Сплошная (100%) 270 м";"8.0";"14.0";
"09.05.2019 10:00";"14.0";"745.1";"760.5";"94";"Ветер, дующий с северо-востока";"3";"";"";"";"Сплошная (100%) 240 м";"8.0";"13.0";
"09.05.2019 09:30";"14.0";"745.1";"760.5";"94";"Ветер, дующий с востоко-северо-востока";"3";"";"";"";"Сплошная (100%) 210 м";"8.0";"13.0";
"09.05.2019 09:00";"13.0";"744.3";"759.7";"100";"Ветер, дующий с северо-востока";"4";"";"";"";"Сплошная (100%) 180 м";"8.0";"13.0";
"09.05.2019 08:30";"13.0";"744.3";"759.7";"100";"Ветер, дующий с северо-востока";"3";"";"";"";"Сплошная (100%) 120 м";"8.0";"13.0";
"09.05.2019 08:00";"13.0";"744.3";"759.7";"100";"Ветер, дующий с северо-востока";"4";"";"";"";"Сплошная (100%) 120 м";"6.0";"13.0";
"09.05.2019 07:30";"13.0";"744.3";"759.7";"100";"Ветер, дующий с северо-востока";"4";"";"";"";"Сплошная (100%) 120 м";"7.0";"13.0";
"09.05.2019 07:00";"13.0";"744.3";"759.7";"100";"Ветер, дующий с северо-северо-востока";"4";"";"Дымка";"";"Сплошная (100%) 120 м";"5.0";"13.0";
"09.05.2019 06:30";"13.0";"744.3";"759.7";"100";"Ветер, дующий с севера";"3";"";"Дымка";"";"Сплошная (100%) 120 м";"2.5";"13.0";
"09.05.2019 06:00";"13.0";"744.3";"759.7";"100";"Ветер, дующий с севера";"2";"";"";"";"Сплошная (100%) 120 м";"6.0";"13.0";
"09.05.2019 05:30";"13.0";"744.3";"759.7";"100";"Ветер, дующий с северо-северо-востока";"3";"";"Дымка";"";"Разорванная (60-90%) 90 м";"4.0";"13.0";
"09.05.2019 05:00";"13.0";"744.3";"759.7";"100";"Ветер, дующий с северо-северо-востока";"4";"";"Дымка";"";"Разорванная (60-90%) 90 м";"4.0";"13.0";
"09.05.2019 00:00";"13.0";"743.6";"759.0";"100";"Переменное направление";"1";"";"";"";"Разорванная (60-90%) 240 м";"10.0 и более";"13.0";
"08.05.2019 23:30";"14.0";"743.6";"759.0";"100";"Ветер, дующий с северо-северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"08.05.2019 23:00";"14.0";"742.8";"758.2";"100";"Ветер, дующий с востоко-северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"08.05.2019 22:30";"14.0";"742.8";"758.2";"100";"Ветер, дующий с востоко-северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"08.05.2019 22:00";"14.0";"742.8";"758.2";"100";"Ветер, дующий с северо-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"08.05.2019 21:30";"14.0";"742.8";"758.2";"100";"Ветер, дующий с востоко-северо-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"08.05.2019 21:00";"14.0";"742.8";"758.2";"94";"Ветер, дующий с северо-востока";"4";"";"";"";"Рассеянная (40-50%) 990 м, разорванная (60-90%) 2100 м";"10.0 и более";"13.0";
"08.05.2019 20:30";"14.0";"743.6";"759.0";"100";"Ветер, дующий с северо-северо-востока";"5";"";"";"";"Рассеянная (40-50%) 990 м, разорванная (60-90%) 2100 м";"10.0 и более";"14.0";
"08.05.2019 20:00";"15.0";"744.4";"759.7";"94";"Ветер, дующий с запада";"7";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Разорванная (60-90%) 360 м, кучево-дождевые облака";"2.5";"14.0";
"08.05.2019 19:30";"16.0";"743.7";"759.0";"94";"Ветер, дующий с западо-северо-запада";"4";"";"Слабый(ая)(ые) дождь";"";"Нет существенной облачности";"10.0 и более";"15.0";
"08.05.2019 19:00";"17.0";"743.0";"758.2";"88";"Ветер, дующий с запада";"2";"";"Слабый(ая)(ые) гроза, дождь";"";"Разорванная (60-90%) 2190 м, кучево-дождевые облака";"10.0 и более";"15.0";
"08.05.2019 18:30";"19.0";"742.6";"757.7";"73";"Ветер, дующий с северо-запада";"6";"";"Слабый(ая)(ые) дождь";"";"Нет существенной облачности";"10.0 и более";"14.0";
"08.05.2019 18:00";"21.0";"741.9";"756.9";"69";"Ветер, дующий с северо-запада";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"15.0";
"08.05.2019 17:30";"21.0";"741.9";"756.9";"60";"Ветер, дующий с северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"08.05.2019 17:00";"22.0";"742.0";"756.9";"53";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"08.05.2019 16:30";"23.0";"742.8";"757.7";"50";"Ветер, дующий с северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"08.05.2019 16:00";"23.0";"742.8";"757.7";"53";"Ветер, дующий с юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"08.05.2019 15:30";"23.0";"742.8";"757.7";"53";"Ветер, дующий с юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"08.05.2019 15:00";"22.0";"742.8";"757.7";"57";"Ветер, дующий с юга";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"08.05.2019 14:30";"21.0";"742.7";"757.7";"69";"Ветер, дующий с юго-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"15.0";
"08.05.2019 14:00";"20.0";"742.7";"757.7";"73";"Ветер, дующий с юго-юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"15.0";
"08.05.2019 13:30";"19.0";"742.6";"757.7";"78";"Ветер, дующий с юго-юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"15.0";
